FID,XY,XY_ORG,LOCATIE_CODE,CREATED_BY,CREATED_DATE
locaties.1053,POINT (688710.419950029 5699541.89736411),POINT (5425000 51245630),ZWVTS10BVN,HWS_DONAR_SGG,2021-03-05T01:48:17.454
locaties.1054,POINT (687811.234411188 5699650.61163985),POINT (5420371 51250089),ZWVTS10BNDN,HWS_DONAR_SGG,2021-03-05T01:48:21.878
locaties.1055,POINT (689753.030375255 5697307.1795623),POINT (5433961 51234279),ZWVTS11BVN,HWS_DONAR_SGG,2021-03-05T01:48:25.937
locaties.1056,POINT (689652.602115895 5697401.17103223),POINT (5433460 51234595),ZWVTS11BNDN,HWS_DONAR_SGG,2021-03-05T01:48:30.092
locaties.1057,POINT (691029.383736138 5692257.71047238),POINT (5443581 51205798),ZWVTS12BVN,HWS_DONAR_SGG,2021-03-05T01:48:34.268
locaties.1058,POINT (691010.881978342 5692400.21141322),POINT (5443513 51210261),ZWVTS12BNDN,HWS_DONAR_SGG,2021-03-05T01:48:38.974
locaties.1059,POINT (691419.403837511 5689746.79373731),POINT (5445109 51193632),ZWVTS13ADM,HWS_DONAR_SGG,2021-03-05T01:48:43.227
locaties.1060,POINT (691347.915657098 5690062.04786821),POINT (5444801 51194660),ZWVTS13BVN,HWS_DONAR_SGG,2021-03-05T01:48:49.277
locaties.1061,POINT (691326.512511045 5690204.13012047),POINT (5444718 51195122),ZWVTS13BNDN,HWS_DONAR_SGG,2021-03-05T01:48:53.359
locaties.1062,POINT (691802.052561462 5683735.90399538),POINT (5445921 51162150),ZWVTS15BVN,HWS_DONAR_SGG,2021-03-05T01:48:57.551
locaties.1063,POINT (691899.986682007 5683736.79104095),POINT (5450426 51162141),ZWVTS15VKNL,HWS_DONAR_SGG,2021-03-05T01:49:01.632
locaties.1064,POINT (696478.899771019 5725152.36130251),POINT (5502310 51383480),WHKLSIBVN,HWS_DONAR_SGG,2021-03-05T01:49:05.861
locaties.686,POINT (571389.156170486 5694632.64325199),POINT (51.398427 4.026206),WALS,HWS_LMW_SGG,2021-03-03T21:41:15.389
locaties.687,POINT (530586.162329908 5708023.59202866),POINT (51.5225 3.44086),WKAP,HWS_LMW_SGG,2021-03-03T21:41:15.453
locaties.688,POINT (708258.215107797 5836428.56354801),POINT (52.637806 6.077917),ZWBU,HWS_LMW_SGG,2021-03-03T21:41:15.513
locaties.689,POINT (572527.794351066 5743199.0853264),POINT (51.834897 4.052624),HVS04,HWS_LMW_SGG,2021-03-03T21:41:16.176
locaties.690,POINT (572218.341924253 5742812.85461701),POINT (51.831465 4.048053),HVS12,HWS_LMW_SGG,2021-03-03T21:41:16.242
locaties.691,POINT (709103.533362168 5751470.18366934),POINT (51.87475 6.03778),PANK,HWS_LMW_SGG,2021-03-03T21:41:17.796
locaties.692,POINT (596924.356201461 5727693.57608254),POINT (51.691823 4.402275),VG03,HWS_LMW_SGG,2021-03-03T21:41:17.86
locaties.693,POINT (612986.872911685 5740475.96314836),POINT (51.803704 4.638721),DU090,HWS_LMW_SGG,2021-03-03T21:41:18.607
locaties.694,POINT (612916.665321988 5740573.63315581),POINT (51.804596 4.637735),DU210,HWS_LMW_SGG,2021-03-03T21:41:18.683
locaties.695,POINT (599565.677851071 5756380.10543935),POINT (51.949206 4.448724),ROT1,HWS_LMW_SGG,2021-03-03T21:41:20.493
locaties.696,POINT (689842.921882497 5638704.70098506),POINT (50.86881 5.698088),BORB,HWS_LMW_SGG,2021-03-03T21:41:20.796
locaties.697,POINT (720813.548213745 5783644.28424733),POINT (52.159057 6.228361),EEFO,HWS_LMW_SGG,2021-03-03T21:41:20.855
locaties.698,POINT (526380.65436293 5692139.65195593),POINT (51.37989 3.37906),CAWI,HWS_LMW_SGG,2021-03-03T21:41:22.706
locaties.699,POINT (724996.335864394 5941470.2703589),POINT (53.57375 6.398433),HUB1,HWS_LMW_SGG,2021-03-03T21:41:22.765
locaties.700,POINT (573928.755661533 5758804.88703789),POINT (51.975002 4.076301),MMPB,HWS_LMW_SGG,2021-03-03T21:41:23.881
locaties.701,POINT (580672.693044978 5755602.5871046),POINT (51.945278 4.17371),RP06,HWS_LMW_SGG,2021-03-03T21:41:23.946
locaties.702,POINT (680708.805648349 5858408.66648863),POINT (52.84506 5.68338),LTRY,HWS_LMW_SGG,2021-03-03T21:41:24.257
locaties.703,POINT (691997.277974382 5650992.46026481),POINT (50.978472 5.735138),EISMG,HWS_LMW_SGG,2021-03-03T21:41:24.323
locaties.704,POINT (702209.98687767 5690100.63826721),POINT (51.3262 5.9024),KATB,HWS_LMW_SGG,2021-03-03T21:41:24.416
locaties.705,POINT (693210.50110918 5684665.23606331),POINT (51.28051 5.77045),NVAA,HWS_LMW_SGG,2021-03-03T21:41:24.483
locaties.706,POINT (662725.626721348 5728476.60825906),POINT (51.683645 5.353944),POEB,HWS_LMW_SGG,2021-03-03T21:41:24.542
locaties.707,POINT (693997.720233747 5659108.51934639),POINT (51.0507 5.76794),RTMB,HWS_LMW_SGG,2021-03-03T21:41:24.605
locaties.708,POINT (769050.093395707 5913460.60704771),POINT (53.30188 7.03824),TERM,HWS_LMW_SGG,2021-03-03T21:41:24.662
locaties.709,POINT (643345.302235864 5731092.2887764),POINT (51.71243 5.07488),WLWK,HWS_LMW_SGG,2021-03-03T21:41:24.732
locaties.710,POINT (670055.815067082 5699690.47996828),POINT (51.422876 5.445961),BLAG,HWS_LMW_SGG,2021-03-03T21:41:24.913
locaties.711,POINT (685626.9511768 5708767.92882639),POINT (51.499525 5.674439),HRWZ,HWS_LMW_SGG,2021-03-03T21:41:25.309
locaties.712,POINT (686327.403795802 5708705.71744802),POINT (51.4987358 5.6844861),SSTL,HWS_LMW_SGG,2021-03-03T21:41:25.475
locaties.713,POINT (617198.393684351 5869730.61030659),POINT (11185000 55323000),DENHDR,HWS_DONAR_SGG,2021-03-03T22:54:43.165
locaties.714,POINT (615985.8798657 5887091.15702179),POINT (11121500 57062500),TEXNZE,HWS_DONAR_SGG,2021-03-03T22:55:01.626
locaties.715,POINT (654952.901604895 5924030.01481199),POINT (15140000 60625000),TERSLNZE,HWS_DONAR_SGG,2021-03-03T22:55:14.085
locaties.716,POINT (696130.281366789 5933727.00071062),POINT (19288200 61456200),WIERMGDN,HWS_DONAR_SGG,2021-03-03T22:55:31.377
locaties.717,POINT (724996.318367682 5941470.29950496),POINT (22199000 62133000),HUIBGT,HWS_DONAR_SGG,2021-03-03T22:55:43.131
locaties.718,POINT (624049.675784305 5878191.29858548),POINT (11898000 56146000),OUDSD,HWS_DONAR_SGG,2021-03-03T22:55:56.123
locaties.719,POINT (647723.414001695 5914954.52555926),POINT (14387000 59742000),WESTTSLG,HWS_DONAR_SGG,2021-03-03T22:56:08.113
locaties.720,POINT (683322.924393449 5923626.81910113),POINT (17974300 60489700),NES,HWS_DONAR_SGG,2021-03-03T22:56:22.729
locaties.721,POINT (691227.593927819 5920843.14294229),POINT (18755000 60185000),HOLWD,HWS_DONAR_SGG,2021-03-03T22:56:37.658
locaties.722,POINT (661021.585505255 5894519.40967015),POINT (15648000 57655000),HARLGN,HWS_DONAR_SGG,2021-03-03T22:56:51.794
locaties.723,POINT (656546.856355365 5882594.51127771),POINT (15161000 56478000),KORNWDZBTN,HWS_DONAR_SGG,2021-03-03T22:57:04.49
locaties.724,POINT (637489.769006044 5866613.42467243),POINT (13203000 54944000),DENOVBTN,HWS_DONAR_SGG,2021-03-03T22:57:20.082
locaties.725,POINT (712485.362631958 5922496.9175217),POINT (20885000 60279000),LAUWOG,HWS_DONAR_SGG,2021-03-03T22:57:31.645
locaties.726,POINT (712579.947805165 5929214.55263608),POINT (20917000 60950000),SCHIERMNOG,HWS_DONAR_SGG,2021-03-03T22:57:44.533
locaties.727,POINT (754198.324754602 5929013.39036449),POINT (25075000 60790000),EEMSHVN,HWS_DONAR_SGG,2021-03-03T22:57:56.816
locaties.728,POINT (761899.770959577 5915790.48491405),POINT (25800000 59443000),DELFZL,HWS_DONAR_SGG,2021-03-03T22:58:08.5
locaties.729,POINT (780777.164603806 5906295.05383564),POINT (27654000 58431000),NIEUWSTZL,HWS_DONAR_SGG,2021-03-03T22:58:21.111
locaties.730,POINT (639387.325891647 5907253.09920829),POINT (13528000 59000000),VLIELHVN,HWS_DONAR_SGG,2021-03-03T22:58:33.492
locaties.731,POINT (556017.142832258 5733628.79513108),POINT (4619700 41918400),BROUWHVSGT08,HWS_DONAR_SGG,2021-03-03T22:58:45.811
locaties.732,POINT (576917.669784491 5759136.15818497),POINT (6793000 44400000),HOEKVHLD,HWS_DONAR_SGG,2021-03-03T22:58:57.514
locaties.733,POINT (586550.994420996 5772806.43069697),POINT (7801000 45735000),SCHEVNGN,HWS_DONAR_SGG,2021-03-03T22:59:09.436
locaties.734,POINT (605633.035699228 5813598.03897256),POINT (9843000 49750000),IJMDBTHVN,HWS_DONAR_SGG,2021-03-03T22:59:21.75
locaties.735,POINT (611288.682207896 5848257.10165388),POINT (10523000 53196000),PETTZD,HWS_DONAR_SGG,2021-03-03T22:59:33.312
locaties.736,POINT (571218.735530184 5742305.0566163),POINT (6168000 42736000),STELLDBTN,HWS_DONAR_SGG,2021-03-03T22:59:37.248
locaties.737,POINT (533286.71421714 5721427.95896459),POINT (2307000 40773000),OOSTSDE11,HWS_DONAR_SGG,2021-03-03T22:59:50.217
locaties.738,POINT (546689.223867086 5730284.43215617),POINT (3676100 41614600),OOSTSDE14,HWS_DONAR_SGG,2021-03-03T23:00:02.794
locaties.739,POINT (559271.530521468 5746165.90962144),POINT (4986200 43161200),HARVT10,HWS_DONAR_SGG,2021-03-03T23:00:16.39
locaties.740,POINT (542584.729618716 5735373.60933295),POINT (3282400 42136900),BROUWHVSGT02,HWS_DONAR_SGG,2021-03-03T23:00:31.2
locaties.741,POINT (541425.983214885 5699181.90968435),POINT (3048000 38522000),VLISSGN,HWS_DONAR_SGG,2021-03-03T23:00:45.82
locaties.742,POINT (603140.026100252 5753205.34858951),POINT (9395000 43721000),ROTTDM,HWS_DONAR_SGG,2021-03-03T23:01:00.381
locaties.743,POINT (592817.8189488 5750735.84980351),POINT (8355000 43508000),VLAARDGN,HWS_DONAR_SGG,2021-03-03T23:01:12.949
locaties.744,POINT (585954.633446961 5752601.14950974),POINT (7675000 43717000),MAASSS,HWS_DONAR_SGG,2021-03-03T23:01:30.074
locaties.745,POINT (612093.755309996 5750138.05579548),POINT (10280000 43385000),KRIMPADLK,HWS_DONAR_SGG,2021-03-03T23:01:52.099
locaties.746,POINT (627246.546177034 5756327.60323024),POINT (11815000 43954000),SCHOONHVN,HWS_DONAR_SGG,2021-03-03T23:02:05.005
locaties.747,POINT (608561.131040599 5752923.14544908),POINT (9936000 43675000),KRIMPADIJSL,HWS_DONAR_SGG,2021-03-03T23:02:19.074
locaties.748,POINT (584172.789970818 5694908.14241489),POINT (7308000 37955000),BATH,HWS_DONAR_SGG,2021-03-03T23:02:34.747
locaties.749,POINT (569978.247612404 5699855.50749584),POINT (5905000 38496000),HANSWT,HWS_DONAR_SGG,2021-03-03T23:02:47.445
locaties.750,POINT (557108.705830031 5687533.03578579),POINT (4578000 37306000),TERNZN,HWS_DONAR_SGG,2021-03-03T23:02:59.674
locaties.751,POINT (574616.706916963 5706661.48205982),POINT (6391000 39161300),YERSKE,HWS_DONAR_SGG,2021-03-03T23:03:13.403
locaties.752,POINT (526187.13751097 5692072.8217838),POINT (1501000 37861000),CADZD,HWS_DONAR_SGG,2021-03-03T23:03:25.993
locaties.753,POINT (516807.917787618 5705870.74198208),POINT (608300 39271400),VLAKTVDRN,HWS_DONAR_SGG,2021-03-03T23:03:56.199
locaties.754,POINT (530529.343664662 5707906.22042813),POINT (1987000 39430000),WESTKPLE,HWS_DONAR_SGG,2021-03-03T23:04:08.869
locaties.755,POINT (579147.964913372 5723770.56947457),POINT (6900000 40857000),KRAMMSZWT,HWS_DONAR_SGG,2021-03-03T23:04:23.72
locaties.756,POINT (580896.1001163 5707333.91580288),POINT (7021000 39208000),BERGSDSWT,HWS_DONAR_SGG,2021-03-03T23:04:36.623
locaties.757,POINT (569683.231565746 5716519.14837714),POINT (5930000 40163000),STAVNSE,HWS_DONAR_SGG,2021-03-03T23:04:49.436
locaties.758,POINT (591856.72884808 5746493.06886829),POINT (8245000 43087000),SPIJKNSE,HWS_DONAR_SGG,2021-03-03T23:05:01.62
locaties.759,POINT (615152.335513092 5742285.49252281),POINT (10560000 42590000),DORDT,HWS_DONAR_SGG,2021-03-03T23:05:15.101
locaties.760,POINT (582772.384386963 5703850.43940273),POINT (7197200 38853600),MARLGT,HWS_DONAR_SGG,2021-03-03T23:05:29.815
locaties.761,POINT (618097.589259979 5763189.98379529),POINT (10923000 44670000),GOUDBG,HWS_DONAR_SGG,2021-03-03T23:05:44.384
locaties.762,POINT (547219.705797011 5718950.11138221),POINT (3692000 40479600),ROOMPBTN,HWS_DONAR_SGG,2021-03-03T23:05:56.86
locaties.763,POINT (547517.428301873 5718898.85516869),POINT (3721600 40473500),ROOMPBNN,HWS_DONAR_SGG,2021-03-03T23:06:11.224
locaties.764,POINT (584558.377915299 5750159.65624761),POINT (7527400 43477500),ROZBSSNZDE,HWS_DONAR_SGG,2021-03-03T23:06:26.128
locaties.765,POINT (597556.364264048 5749665.99871587),POINT (8825200 43385500),EEMHVN,HWS_DONAR_SGG,2021-03-03T23:06:38.294
locaties.766,POINT (570710.421514592 5757331.84737002),POINT (6166500 44240000),EURPHVN,HWS_DONAR_SGG,2021-03-03T23:06:50.832
locaties.767,POINT (590411.762437803 5749466.52998396),POINT (8110300 43389000),GEULHVN,HWS_DONAR_SGG,2021-03-03T23:07:02.545
locaties.768,POINT (583307.836328756 5750805.79166735),POINT (7404500 43546200),HARMSBG,HWS_DONAR_SGG,2021-03-03T23:07:17.153
locaties.769,POINT (590045.173565814 5746981.78783816),POINT (8065500 43141800),HARTBG,HWS_DONAR_SGG,2021-03-03T23:07:29.074
locaties.770,POINT (571676.866442582 5753731.73868485),POINT (6251300 43876900),HARTHVN,HWS_DONAR_SGG,2021-03-03T23:07:41.61
locaties.771,POINT (600742.077772688 5751656.1540847),POINT (9150200 43574000),PARKSS,HWS_DONAR_SGG,2021-03-03T23:07:54.195
locaties.772,POINT (600028.514909823 5743160.03438663),POINT (9051000 42727000),GOIDSOD,HWS_DONAR_SGG,2021-03-03T23:08:09.596
locaties.773,POINT (581080.037560033 5692490.64235438),POINT (6990900 37723400),SCHAARVDND,HWS_DONAR_SGG,2021-03-03T23:08:23.377
locaties.774,POINT (576756.115680625 5691113.19915419),POINT (6554100 37599800),BAALHK,HWS_DONAR_SGG,2021-03-03T23:08:36.119
locaties.775,POINT (571389.152745295 5694632.62008149),POINT (6029000 37969200),WALSODN,HWS_DONAR_SGG,2021-03-03T23:08:50.347
locaties.776,POINT (567116.935443318 5695350.19119841),POINT (5604200 38054900),OVLVHWT,HWS_DONAR_SGG,2021-03-03T23:09:02.461
locaties.777,POINT (560012.757942809 5710671.59405724),POINT (4944000 39610000),KATSBTN,HWS_DONAR_SGG,2021-03-03T23:09:17.029
locaties.778,POINT (576116.584943131 5754686.73654328),POINT (6698300 43957800),SUURHBNZDE,HWS_DONAR_SGG,2021-03-03T23:09:29.188
locaties.779,POINT (646384.590553018 5762438.54546458),POINT (13748000 44502000),HAGSBNDN,HWS_DONAR_SGG,2021-03-03T23:09:43.418
locaties.780,POINT (638972.852646304 5743176.41827095),POINT (12944000 42601000),VURN,HWS_DONAR_SGG,2021-03-03T23:09:57.301
locaties.781,POINT (629395.696096354 5741131.76483047),POINT (11980000 42428000),WERKDBTN,HWS_DONAR_SGG,2021-03-03T23:10:09.516
locaties.782,POINT (612111.938559344 5729441.33148247),POINT (10214000 41316000),MOERDK,HWS_DONAR_SGG,2021-03-03T23:10:24.386
locaties.783,POINT (598252.111076485 5728077.18204528),POINT (8824000 41225000),RAKND,HWS_DONAR_SGG,2021-03-03T23:10:40.292
locaties.784,POINT (577763.75556488 5741589.54109443),POINT (6820000 42643000),HELLVSS,HWS_DONAR_SGG,2021-03-03T23:10:52.263
locaties.785,POINT (667704.052027909 5742667.21126642),POINT (15814000 42456000),LITHDP,HWS_DONAR_SGG,2021-03-03T23:11:08.295
locaties.786,POINT (646713.591014723 5733795.53841459),POINT (13687000 41638000),HEESBN,HWS_DONAR_SGG,2021-03-03T23:11:25.923
locaties.787,POINT (630857.894711813 5731615.70061982),POINT (12095000 41472000),KEIZVR,HWS_DONAR_SGG,2021-03-03T23:11:42.184
locaties.788,POINT (548021.699409974 5722952.98003529),POINT (3785300 40877200),OOSTSDE04,HWS_DONAR_SGG,2021-03-03T23:11:55.279
locaties.789,POINT (569191.051210531 5760650.7103432),POINT (6025500 44576800),MAASMSMPL,HWS_DONAR_SGG,2021-03-03T23:12:10.796
locaties.790,POINT (603100.219284376 5813724.18174203),POINT (9590221 49770972),IJMDSMPL,HWS_DONAR_SGG,2021-03-03T23:12:14.798
locaties.791,POINT (568360.903761468 5757300.67454429),POINT (5931500 44244600),AMLAHVN,HWS_DONAR_SGG,2021-03-03T23:12:30.245
locaties.792,POINT (584630.895499394 5749656.89938933),POINT (7533000 43427000),ROZBSSZZDE,HWS_DONAR_SGG,2021-03-03T23:12:43.254
locaties.793,POINT (575133.511365211 5757544.16248557),POINT (6609400 44246700),TENNSHVN,HWS_DONAR_SGG,2021-03-03T23:12:55.289
locaties.794,POINT (579806.564763974 5757030.49542513),POINT (7074900 44180000),MAESLKRZZDE,HWS_DONAR_SGG,2021-03-03T23:13:09.708
locaties.795,POINT (576843.57416849 5717533.69251797),POINT (6649200 40241000),SINTANLHVSGR,HWS_DONAR_SGG,2021-03-03T23:13:24.472
locaties.796,POINT (552708.428032405 5695847.41223352),POINT (4165200 38151700),GATVBSLE,HWS_DONAR_SGG,2021-03-03T23:13:37.878
locaties.797,POINT (538287.038514761 5694858.78919058),POINT (2720000 38100000),BRESKVHVN,HWS_DONAR_SGG,2021-03-03T23:13:50.301
locaties.798,POINT (778688.655005144 5917896.30128915),POINT (7111100 53201200),EMDNSSSE,HWS_DONAR_SGG,2021-03-03T23:14:03.62
locaties.799,POINT (748084.49503738 5939666.47404782),POINT (24500000 61875000),BORKFSBJE,HWS_DONAR_SGG,2021-03-03T23:14:11.652
locaties.800,POINT (742380.536109965 5942689.21242756),POINT (6394100 53343700),BORKSSD,HWS_DONAR_SGG,2021-03-03T23:14:21.338
locaties.801,POINT (760776.260294471 5927688.80074062),POINT (6553400 53260100),DUKGT,HWS_DONAR_SGG,2021-03-03T23:14:33.039
locaties.802,POINT (754769.960463995 5933910.8516465),POINT (25148600 61277400),EMSHN,HWS_DONAR_SGG,2021-03-03T23:14:41.033
locaties.803,POINT (768379.162018563 5916248.93158684),POINT (7015000 53193800),KNOCK,HWS_DONAR_SGG,2021-03-03T23:14:49.193
locaties.804,POINT (514615.76929868 5896433.15960225),POINT (3131300 53130400),K13APFM,HWS_DONAR_SGG,2021-03-03T23:15:00.523
locaties.805,POINT (442228.892701419 6250886.16842824),POINT (2035600 56235900),AUKFPFM,HWS_DONAR_SGG,2021-03-03T23:15:12.711
locaties.806,POINT (400578.675617241 6790871.7291865),POINT (1085800 61142400),NORTHCMRT,HWS_DONAR_SGG,2021-03-03T23:15:17.78
locaties.807,POINT (518882.333320247 5760829.11729589),POINT (3163500 51595500),EURPFM,HWS_DONAR_SGG,2021-03-03T23:15:33.041
locaties.808,POINT (545961.127266837 5752910.19443196),POINT (3401100 51553300),LICHTELGRE,HWS_DONAR_SGG,2021-03-03T23:15:48.289
locaties.809,POINT (610812.669399268 6079819.30072544),POINT (4433900 54511400),F3PFM,HWS_DONAR_SGG,2021-03-03T23:16:02.426
locaties.810,POINT (495821.3824242 6019758.38164838),POINT (2560870 54193240),D15,HWS_DONAR_SGG,2021-03-03T23:16:15.458
locaties.811,POINT (695110.196664293 5930990.24442272),POINT (5562830 53292990),AWGPFM,HWS_DONAR_SGG,2021-03-03T23:16:28.739
locaties.812,POINT (496708.762057664 5963121.56887158),POINT (-552000 65062000),J6,HWS_DONAR_SGG,2021-03-03T23:16:41.847
locaties.813,POINT (566163.967936646 5996975.72456647),POINT (4004400 54070000),F16,HWS_DONAR_SGG,2021-03-03T23:16:54.652
locaties.814,POINT (577327.765231775 5864586.03138184),POINT (7182000 54941000),Q1,HWS_DONAR_SGG,2021-03-03T23:17:08.961
locaties.815,POINT (550685.198107023 6137740.93724544),POINT (3480000 55230000),A12,HWS_DONAR_SGG,2021-03-03T23:17:25.457
locaties.816,POINT (542240.651602916 5902122.76790182),POINT (3380000 53160000),K14PFM,HWS_DONAR_SGG,2021-03-03T23:17:37.471
locaties.817,POINT (630087.983857614 5942670.8923851),POINT (4580000 53370000),L9PFM,HWS_DONAR_SGG,2021-03-03T23:17:49.225
locaties.818,POINT (858256.367786806 5550619.37533438),POINT (8000000 50000000),OSTH,HWS_DONAR_SGG,2021-03-05T01:42:36.212
locaties.819,POINT (876391.583812466 5427517.19976912),POINT (8081100 48531300),PLITTDF,HWS_DONAR_SGG,2021-03-05T01:42:40.543
locaties.820,POINT (1133985.08254961 5460048.90687526),POINT (11400000 48580000),RIEDBG,HWS_DONAR_SGG,2021-03-05T01:42:45.245
locaties.821,POINT (758936.682411015 5707082.73354373),POINT (6434300 51272300),RUHROT,HWS_DONAR_SGG,2021-03-05T01:42:49.332
locaties.822,POINT (767444.242048496 5521073.45943889),POINT (6430000 49470000),RUWR,HWS_DONAR_SGG,2021-03-05T01:42:53.943
locaties.823,POINT (768323.776974306 5734813.10380966),POINT (6530000 51420000),SCHERMBK,HWS_DONAR_SGG,2021-03-05T01:42:58.075
locaties.824,POINT (895819.05350821 5477785.25802922),POINT (8265800 49193000),SPEYER,HWS_DONAR_SGG,2021-03-05T01:43:04.163
locaties.825,POINT (792496.235458942 5459342.52130257),POINT (7010100 49130100),STANL,HWS_DONAR_SGG,2021-03-05T01:43:08.175
locaties.826,POINT (749454.247669624 5727967.19079972),POINT (6362600 51385300),WESL,HWS_DONAR_SGG,2021-03-05T01:43:12.708
locaties.827,POINT (798179.697685169 5615593.01217706),POINT (7130000 50370000),OBWTR,HWS_DONAR_SGG,2021-03-05T01:43:16.951
locaties.828,POINT (781395.40229768 5664916.74774171),POINT (7010000 51040000),OPLDN,HWS_DONAR_SGG,2021-03-05T01:43:24.468
locaties.829,POINT (971552.862091931 5559332.06791525),POINT (9350000 50000000),STEINBCH,HWS_DONAR_SGG,2021-03-05T01:43:28.883
locaties.830,POINT (651333.660575891 5822548.67461664),POINT (14440700 50493700),MARKMMDMPL,HWS_DONAR_SGG,2021-03-05T01:44:23.076
locaties.831,POINT (661941.536191641 5830494.57008055),POINT (5232840 52360110),MARKWDMPL,HWS_DONAR_SGG,2021-03-05T01:44:23.201
locaties.832,POINT (658706.261211862 5792591.30712778),POINT (15078700 47475200),EEMDK,HWS_DONAR_SGG,2021-03-05T01:46:11.994
locaties.833,POINT (627268.725896956 5723051.85033475),POINT (4502178 51383858),WHKLSISKNL,HWS_DONAR_SGG,2021-03-05T01:49:09.833
locaties.834,POINT (707251.345591676 5720411.09294173),POINT (5593271 51354762),WHKLSIIBVN,HWS_DONAR_SGG,2021-03-05T01:49:14.322
locaties.835,POINT (637883.592839345 5718135.88305468),POINT (4592676 51355054),WHKLSIIBNDN,HWS_DONAR_SGG,2021-03-05T01:49:18.641
locaties.836,POINT (640338.111301981 5716508.10279319),POINT (5013191 51345570),WHKLSIIIBVN,HWS_DONAR_SGG,2021-03-05T01:49:22.744
locaties.837,POINT (640853.376958268 5716560.12029735),POINT (5015874 51345692),WHKLSIIIBNDN,HWS_DONAR_SGG,2021-03-05T01:49:28.796
locaties.838,POINT (653241.329243159 5707542.12721276),POINT (5122779 51295359),WHKLSIVBVN,HWS_DONAR_SGG,2021-03-05T01:49:32.88
locaties.839,POINT (653131.64460309 5707532.01783465),POINT (5122209 51295337),WHKLSIVBNDN,HWS_DONAR_SGG,2021-03-05T01:49:37.934
locaties.840,POINT (653223.367709099 5707510.66980417),POINT (5122681 51295259),WHKLSIVSKNL,HWS_DONAR_SGG,2021-03-05T01:49:41.985
locaties.841,POINT (684146.418913356 5711061.60228046),POINT (5391559 51311420),SCHABBTBVN,HWS_DONAR_SGG,2021-03-05T01:49:46.397
locaties.842,POINT (684090.991345602 5711132.26685555),POINT (5391285 51311655),SCHABBTBNDN,HWS_DONAR_SGG,2021-03-05T01:49:52.396
locaties.843,POINT (687166.084099833 5703144.56165829),POINT (17630000 38442500),HELMD,HWS_DONAR_SGG,2021-03-05T01:49:57.724
locaties.844,POINT (626849.885524528 5723496.30347416),POINT (4500058 51385330),MARKSLBVN,HWS_DONAR_SGG,2021-03-05T01:50:01.832
locaties.845,POINT (626668.410105714 5723463.93274468),POINT (4495110 51385240),MARKSLBNDN,HWS_DONAR_SGG,2021-03-05T01:50:05.749
locaties.846,POINT (669207.506779524 5724760.55492858),POINT (5264495 51385405),SCHIJNDLBVN,HWS_DONAR_SGG,2021-03-05T01:50:09.77
locaties.847,POINT (668973.980438833 5724806.5413628),POINT (5263289 51385579),SCHIJNDLBNDN,HWS_DONAR_SGG,2021-03-05T01:50:16.134
locaties.848,POINT (669044.701002522 5724751.08429104),POINT (5263647 51385392),SCHIJNDLSKNL,HWS_DONAR_SGG,2021-03-05T01:50:22.196
locaties.849,POINT (686975.350345051 5705401.85694445),POINT (5413142 51280785),HELMDVSBD,HWS_DONAR_SGG,2021-03-05T01:50:27.559
locaties.850,POINT (700081.704924876 5672129.00291254),POINT (18820000 35300900),SLUISPHL,HWS_DONAR_SGG,2021-03-05T01:50:33.838
locaties.851,POINT (661069.621216775 5734705.59784683),POINT (5195840 51442430),EMPBNDN,HWS_DONAR_SGG,2021-03-05T01:50:37.866
locaties.852,POINT (686111.230009436 5680455.00224981),POINT (5395970 51144220),ZWVTS16BVN,HWS_DONAR_SGG,2021-03-05T01:50:41.837
locaties.853,POINT (686302.824051155 5680561.23327158),POINT (5400977 51144541),ZWVTS16BNDN,HWS_DONAR_SGG,2021-03-05T01:50:46.789
locaties.854,POINT (617115.32845271 5810626.00365418),POINT (10981000 49415000),BUITHZN,HWS_DONAR_SGG,2021-03-05T01:50:51.717
locaties.855,POINT (609033.673550824 5814220.53361595),POINT (10185000 49801000),IJMDNDSS,HWS_DONAR_SGG,2021-03-05T01:50:55.641
locaties.856,POINT (608822.598508896 5814553.68258518),POINT (10165000 49835000),IJMDBNN,HWS_DONAR_SGG,2021-03-05T01:50:59.598
locaties.857,POINT (632704.403423825 5804788.02664942),POINT (12520000 48780000),AMSDSRNMKDE,HWS_DONAR_SGG,2021-03-05T01:51:03.569
locaties.858,POINT (708514.764655456 5752920.59666961),POINT (19926000 43347000),GROENRVPBVN,HWS_DONAR_SGG,2021-03-05T01:51:07.604
locaties.859,POINT (708493.460118168 5752959.92782267),POINT (19924000 43351000),GROENRVPBN,HWS_DONAR_SGG,2021-03-05T01:51:07.709
locaties.860,POINT (747295.926684548 5808689.56657173),POINT (23984286 48791644),AADP,HWS_DONAR_SGG,2021-03-05T01:51:11.449
locaties.861,POINT (724629.749524147 5784598.73868866),POINT (21640250 46459410),ALMN,HWS_DONAR_SGG,2021-03-05T01:51:16.839
locaties.862,POINT (700000.776754401 5762308.24570394),POINT (19106000 44313000),ARNHM,HWS_DONAR_SGG,2021-03-05T01:51:21.018
locaties.863,POINT (751161.896841229 5794894.11996455),POINT (24325002 47400653),DELDBVN,HWS_DONAR_SGG,2021-03-05T01:51:27.008
locaties.864,POINT (750931.493833442 5794734.28344034),POINT (24301457 47385444),DELDBNDN,HWS_DONAR_SGG,2021-03-05T01:51:33.561
