FID,XY,XY_ORG,LOCATIE_CODE,CREATED_BY,CREATED_DATE
locaties.162,POINT (566090.857711036 5746777.81805309),POINT (5670000 43200000),GOLFPL,HWS_DONAR_SGG,2021-03-11T14:59:02.492
locaties.163,POINT (572999.828826313 5743503.7546449),POINT (6350000 42850000),HARVSZBNNKT,HWS_DONAR_SGG,2021-03-11T14:59:37.15
locaties.164,POINT (572243.117464254 5742178.62632775),POINT (6270000 42720000),HARVSZBNZKT,HWS_DONAR_SGG,2021-03-11T14:59:59.47
locaties.165,POINT (633335.841426548 5805359.11101864),POINT (12585000 48835000),ORJSZWT,HWS_DONAR_SGG,2021-03-11T15:08:30.959
locaties.166,POINT (650486.05801058 5910448.93523162),POINT (14648097 59282397),SLENKZD,HWS_DONAR_SGG,2021-03-11T15:09:14.252
locaties.167,POINT (728038.368845367 5934637.80418659),POINT (22480000 61440000),SPRUIT,HWS_DONAR_SGG,2021-03-11T15:09:43.972
locaties.168,POINT (735282.433216888 5938242.21111502),POINT (23216000 61775800),SCHILDND,HWS_DONAR_SGG,2021-03-11T15:10:47.446
locaties.169,POINT (703559.669960967 5927144.43118964),POINT (20008600 60773400),ENGMPT,HWS_DONAR_SGG,2021-03-11T15:11:04.538
locaties.170,POINT (697298.863263049 5927055.32070688),POINT (19382600 60785500),AMLOT,HWS_DONAR_SGG,2021-03-11T15:11:42.251
locaties.171,POINT (731416.253188241 5928498.84853691),POINT (22796900 60815200),ROBBGT,HWS_DONAR_SGG,2021-03-11T15:11:44.793
locaties.172,POINT (700750.615487572 5924441.52744626),POINT (19718800 60512700),SMERGT,HWS_DONAR_SGG,2021-03-11T15:11:46.115
locaties.173,POINT (742748.109194064 5936789.42860048),POINT (23957100 61605500),HORSBZD,HWS_DONAR_SGG,2021-03-11T15:11:51.938
locaties.174,POINT (674488.653669227 5911277.58480891),POINT (17050000 59285000),ZWARTHN,HWS_DONAR_SGG,2021-03-11T15:12:14.168
locaties.175,POINT (760605.152860058 5924639.0627372),POINT (25700400 60331400),HONDND,HWS_DONAR_SGG,2021-03-11T15:13:11.243
locaties.176,POINT (777791.157201662 5909241.83891854),POINT (27365600 58735400),SCHANSKDP,HWS_DONAR_SGG,2021-03-11T15:13:31.345
locaties.177,POINT (781219.880702275 5914474.39424062),POINT (27725700 59246600),DOLLHZD,HWS_DONAR_SGG,2021-03-11T15:13:47.37
locaties.178,POINT (778811.417743009 5914563.53444227),POINT (27485400 59263600),HOOGZWT,HWS_DONAR_SGG,2021-03-11T15:13:54.12
locaties.179,POINT (656316.651760983 5896249.29688848),POINT (15183500 57843600),POLLDM,HWS_DONAR_SGG,2021-03-11T15:13:55.76
locaties.180,POINT (646575.258980129 5886048.01671267),POINT (14175800 56856400),OMDI,HWS_DONAR_SGG,2021-03-11T15:13:59.093
locaties.181,POINT (655623.31388137 5915684.88067317),POINT (15179100 59788600),OOSTOM,HWS_DONAR_SGG,2021-03-11T15:14:13.452
locaties.182,POINT (720007.520566805 5925446.39641326),POINT (21646600 60548500),LUTJWD,HWS_DONAR_SGG,2021-03-11T15:14:28.396
locaties.183,POINT (644929.548162301 5875531.60268801),POINT (13976300 55810700),BREEZDK,HWS_DONAR_SGG,2021-03-11T15:14:43.828
locaties.184,POINT (666982.161382121 5907738.86389257),POINT (16287900 58956400),VINGGT,HWS_DONAR_SGG,2021-03-11T15:14:49.053
locaties.185,POINT (677279.124184616 5921287.13421304),POINT (17362400 60276100),VRIJHPT,HWS_DONAR_SGG,2021-03-11T15:15:20.051
locaties.186,POINT (732926.555701623 5932063.29886458),POINT (22959800 61166300),BOSCHWD,HWS_DONAR_SGG,2021-03-11T15:15:33.85
locaties.187,POINT (743630.784263461 5932838.98666512),POINT (24032000 61207800),UITHZWD,HWS_DONAR_SGG,2021-03-11T15:15:42.932
locaties.188,POINT (576742.071008816 5691085.79113809),POINT (51.365841 4.102372),BAALb,HWS_LMW_SGG,2021-03-03T21:41:10.579
locaties.189,POINT (606111.906537984 5751624.35979744),POINT (51.905252 4.542472),BRB65,HWS_LMW_SGG,2021-03-03T21:41:10.758
locaties.190,POINT (576915.274434593 5759118.07618168),POINT (51.977412 4.119842),HVH90,HWS_LMW_SGG,2021-03-03T21:41:10.811
locaties.191,POINT (656023.593695852 5882373.44694459),POINT (53.06803 5.32872),KOBIo,HWS_LMW_SGG,2021-03-03T21:41:10.872
locaties.192,POINT (577542.087531651 5741352.11606251),POINT (51.81762 4.12497),KR3b,HWS_LMW_SGG,2021-03-03T21:41:10.957
locaties.193,POINT (608662.635917219 5752971.50132443),POINT (51.916868 4.57996),KRY40,HWS_LMW_SGG,2021-03-03T21:41:11.019
locaties.194,POINT (582772.404224611 5703850.43205288),POINT (51.479747 4.191958),MRGo,HWS_LMW_SGG,2021-03-03T21:41:11.082
locaties.195,POINT (567116.933554668 5695350.21496714),POINT (51.4054 3.964939),OVHAo,HWS_LMW_SGG,2021-03-03T21:41:11.142
locaties.196,POINT (592267.588101468 5746272.62060224),POINT (51.859612 4.33986),SPI25,HWS_LMW_SGG,2021-03-03T21:41:11.202
locaties.197,POINT (572362.774401133 5742283.54867296),POINT (51.826688 4.050038),STB06,HWS_LMW_SGG,2021-03-03T21:41:11.266
locaties.198,POINT (591082.649256293 5723262.17214459),POINT (51.652967 4.316628),VKo,HWS_LMW_SGG,2021-03-03T21:41:11.328
locaties.199,POINT (596949.892609787 5727861.49847028),POINT (51.693328 4.402691),VOLKb,HWS_LMW_SGG,2021-03-03T21:41:11.401
locaties.200,POINT (615186.118555127 5809112.76855369),POINT (52.420088 4.693825),ZC44,HWS_LMW_SGG,2021-03-03T21:41:11.489
locaties.201,POINT (526380.65436293 5692139.65195593),POINT (51.37989 3.37906),CAWIb,HWS_LMW_SGG,2021-03-03T21:41:11.549
locaties.202,POINT (518884.956435892 5760829.35541647),POINT (51.997801 3.275075),EPL,HWS_LMW_SGG,2021-03-03T21:41:11.62
locaties.203,POINT (496708.794769268 5963121.52220118),POINT (53.816632 2.95001),J6,HWS_LMW_SGG,2021-03-03T21:41:11.689
locaties.204,POINT (683288.335482817 5923648.18977766),POINT (53.42997 5.75894),NES,HWS_LMW_SGG,2021-03-03T21:41:11.809
locaties.205,POINT (551882.931620564 5689922.82828085),POINT (51.3582 3.74515),PVT,HWS_LMW_SGG,2021-03-03T21:41:11.898
locaties.206,POINT (712630.911327752 5929208.21009008),POINT (53.46886 6.20367),SCHI,HWS_LMW_SGG,2021-03-03T21:41:11.973
locaties.207,POINT (749337.071814691 5930675.34867016),POINT (53.46593 6.75667),UHW2,HWS_LMW_SGG,2021-03-03T21:41:12.027
locaties.208,POINT (608662.635917219 5752971.50132443),POINT (51.916868 4.57996),KRY55,HWS_LMW_SGG,2021-03-03T21:41:12.487
locaties.209,POINT (700021.921999557 5762290.37468757),POINT (51.97524 5.91232),ARNH,HWS_LMW_SGG,2021-03-03T21:41:13.038
locaties.210,POINT (538128.059912447 5694617.61423517),POINT (51.401503 3.548116),BRES,HWS_LMW_SGG,2021-03-03T21:41:13.258
locaties.211,POINT (750931.979594544 5794733.82740268),POINT (52.245694 6.675993),DELO,HWS_LMW_SGG,2021-03-03T21:41:13.381
locaties.212,POINT (680972.087152535 5753241.8647328),POINT (51.9005 5.630527),DODE,HWS_LMW_SGG,2021-03-03T21:41:13.466
locaties.213,POINT (721447.117670325 5783825.28143897),POINT (52.160428 6.237726),EEFB,HWS_LMW_SGG,2021-03-03T21:41:13.557
locaties.214,POINT (559257.920324957 5746126.31286091),POINT (51.862779 3.860561),HA10e,HWS_LMW_SGG,2021-03-03T21:41:13.807
locaties.215,POINT (703957.072470678 5673271.40970985),POINT (51.174443 5.917853),HEEB,HWS_LMW_SGG,2021-03-03T21:41:13.877
locaties.216,POINT (685648.879014859 5708759.26703251),POINT (51.49944 5.67475),HRWB,HWS_LMW_SGG,2021-03-03T21:41:13.999
locaties.217,POINT (590594.27254905 5680409.31778285),POINT (51.267822 4.29859),KALO,HWS_LMW_SGG,2021-03-03T21:41:14.075
locaties.218,POINT (556380.625799685 5675741.83927959),POINT (51.230268 3.8075),KGTS,HWS_LMW_SGG,2021-03-03T21:41:14.389
locaties.219,POINT (780831.821762266 5906307.02154602),POINT (53.23164 7.20825),NWST,HWS_LMW_SGG,2021-03-03T21:41:14.488
locaties.220,POINT (689909.250480719 5634235.00220799),POINT (50.828638 5.696712),PIET,HWS_LMW_SGG,2021-03-03T21:41:14.617
locaties.221,POINT (603140.057608039 5753205.34075329),POINT (51.92002 4.499762),ROTT,HWS_LMW_SGG,2021-03-03T21:41:14.679
locaties.222,POINT (675291.71596119 5720538.72765403),POINT (51.60856 5.53156),S04B,HWS_LMW_SGG,2021-03-03T21:41:14.741
locaties.223,POINT (689753.066716838 5697307.24276958),POINT (51.39522 5.72767),S11B,HWS_LMW_SGG,2021-03-03T21:41:14.82
locaties.224,POINT (691802.009188151 5683736.02607834),POINT (51.27264 5.74978),S15B,HWS_LMW_SGG,2021-03-03T21:41:14.893
locaties.225,POINT (641030.849506967 5716527.46964258),POINT (51.58214 5.03553),S23B,HWS_LMW_SGG,2021-03-03T21:41:14.959
locaties.226,POINT (684146.384861 5711061.47734097),POINT (51.52061 5.65433),SCAB,HWS_LMW_SGG,2021-03-03T21:41:15.02
locaties.227,POINT (626849.92364732 5723496.31679487),POINT (51.648139 4.833495),SMAB,HWS_LMW_SGG,2021-03-03T21:41:15.08
locaties.228,POINT (591891.278024951 5746546.95328124),POINT (51.86214 4.33447),SPIJ,HWS_LMW_SGG,2021-03-03T21:41:15.139
locaties.229,POINT (576844.532471526 5717534.17169756),POINT (51.6036 4.1096),STAN,HWS_LMW_SGG,2021-03-03T21:41:15.196
locaties.230,POINT (557114.378449809 5687543.33903115),POINT (51.336304 3.819895),TERN,HWS_LMW_SGG,2021-03-03T21:41:15.256
locaties.231,POINT (691684.466460097 5645090.20554548),POINT (50.92556 5.72758),UIKHV,HWS_LMW_SGG,2021-03-03T21:41:15.316
locaties.232,POINT (544570.753715067 5714696.71245585),POINT (51.581568 3.643264),VM5,HWS_LMW_SGG,2021-03-03T21:41:15.374
locaties.233,POINT (629416.529543354 5741087.67408978),POINT (51.80564 4.87711),WERK,HWS_LMW_SGG,2021-03-03T21:41:15.433
locaties.234,POINT (574394.194892707 5706875.8418892),POINT (51.50811 4.07197),YE,HWS_LMW_SGG,2021-03-03T21:41:15.496
locaties.235,POINT (572451.011481813 5743099.64190913),POINT (51.834013 4.051489),HVS06,HWS_LMW_SGG,2021-03-03T21:41:16.202
locaties.236,POINT (572141.588589963 5742715.30774496),POINT (51.830598 4.046919),HVS14,HWS_LMW_SGG,2021-03-03T21:41:16.267
locaties.237,POINT (523256.298159867 5800986.61235339),POINT (52.35867 3.3415),P11,HWS_LMW_SGG,2021-03-03T21:41:17.485
locaties.238,POINT (613030.934843873 5740415.31337351),POINT (51.80315 4.63934),DU015,HWS_LMW_SGG,2021-03-03T21:41:18.568
locaties.239,POINT (612960.654156629 5740513.09243917),POINT (51.804043 4.638353),DU135,HWS_LMW_SGG,2021-03-03T21:41:18.635
locaties.240,POINT (612890.470049858 5740609.76192749),POINT (51.804926 4.637367),DU255,HWS_LMW_SGG,2021-03-03T21:41:18.705
locaties.241,POINT (777138.895253111 5901939.3205997),POINT (53.19442 7.14928),NIBE,HWS_LMW_SGG,2021-03-03T21:41:20.477
locaties.242,POINT (562425.310188276 5709519.81187638),POINT (51.53333 3.9),WILH,HWS_LMW_SGG,2021-03-03T21:41:20.542
locaties.243,POINT (556245.98135982 5733151.1977583),POINT (51.74644 3.81472),BG8b,HWS_LMW_SGG,2021-03-03T21:41:20.714
locaties.244,POINT (757138.321303525 5795574.22414734),POINT (52.25037 6.767341),OELB,HWS_LMW_SGG,2021-03-03T21:41:21.41
locaties.245,POINT (563525.897877064 5720130.26737017),POINT (51.6286 3.917785),ZBWI,HWS_LMW_SGG,2021-03-03T21:41:23.076
locaties.246,POINT (709520.146868003 5806431.52487064),POINT (52.3680330556 6.0776561111),VEES,HWS_LMW_SGG,2021-03-03T21:41:23.992
locaties.247,POINT (689921.494977284 5638750.21129074),POINT (50.869193 5.699227),BHJE,HWS_LMW_SGG,2021-03-03T21:41:24.376
locaties.248,POINT (688703.33442062 5640969.79274355),POINT (50.88953 5.68308),LANAK,HWS_LMW_SGG,2021-03-03T21:41:24.671
locaties.249,POINT (670022.164259212 5699570.69633451),POINT (51.42181 5.44542),BLAB,HWS_LMW_SGG,2021-03-03T21:41:24.908
locaties.250,POINT (661114.053605098 5734645.42768521),POINT (51.73953 5.333504),EMP3,HWS_LMW_SGG,2021-03-03T21:41:25.195
locaties.251,POINT (686621.81610686 5703051.66276523),POINT (51.4478547 5.6857369),S09S,HWS_LMW_SGG,2021-03-03T21:41:25.507
locaties.252,POINT (535948.413405669 5702765.86679449),POINT (51.47491 3.517611),KADU,HWS_LMW_SGG,2021-03-03T21:41:25.651
locaties.253,POINT (751018.168395424 5794759.72430901),POINT (24310200 47387700),DELDALWSSND,HWS_DONAR_SGG,2021-03-06T11:01:28.559
locaties.254,POINT (751026.596154021 5794746.98986147),POINT (24311000 47386400),DELDALWSSZD,HWS_DONAR_SGG,2021-03-06T11:01:32.654
locaties.255,POINT (759645.644779171 5795244.54358708),POINT (25173700 47407700),HENGLSRDND,HWS_DONAR_SGG,2021-03-06T11:01:36.548
locaties.256,POINT (759644.974758954 5795234.51144912),POINT (25173600 47406700),HENGLSRDZD,HWS_DONAR_SGG,2021-03-06T11:01:42.286
locaties.257,POINT (529208.930418295 5759303.30515797),POINT (3253600 51590400),EURGE5,HWS_DONAR_SGG,2021-03-06T16:47:02.565
locaties.258,POINT (576668.766176214 5758552.83594899),POINT (6766200 44342500),HOEKVHLSSDM,HWS_DONAR_SGG,2021-03-06T16:48:39.729
locaties.259,POINT (653560.215236119 5882450.98857648),POINT (14862000 56473600),KORNWDZBTBI2,HWS_DONAR_SGG,2021-03-06T16:56:41.339
locaties.260,POINT (653169.423869778 5882048.7877509),POINT (14821600 56434700),KORNWDZBTBI1,HWS_DONAR_SGG,2021-03-06T16:57:46.631
locaties.261,POINT (653954.137439113 5882849.29304893),POINT (14902700 56512100),KORNWDZBTBI3,HWS_DONAR_SGG,2021-03-06T16:57:57.13
locaties.262,POINT (646802.234013957 5875987.09858546),POINT (14165000 55850000),BREEZDBTBI1,HWS_DONAR_SGG,2021-03-06T17:02:32.873
locaties.263,POINT (646199.424675216 5901578.14029939),POINT (14190000 58410000),PANNGBI1,HWS_DONAR_SGG,2021-03-06T17:03:01.945
locaties.264,POINT (636776.182398168 5887158.17029098),POINT (13200000 57000000),BREESBI1,HWS_DONAR_SGG,2021-03-06T17:06:34.301
locaties.265,POINT (631229.417477172 5873468.19724207),POINT (12600000 55650000),MALZBI1,HWS_DONAR_SGG,2021-03-06T17:06:42.249
locaties.266,POINT (596906.063401748 5730753.90926666),POINT (8698200 41497000),HARVBG01,HWS_DONAR_SGG,2021-03-06T19:31:18.954
locaties.267,POINT (813580.589730872 5616583.59440902),POINT (7260000 50370000),NEUST,HWS_DONAR_SGG,2021-03-06T19:55:52.871
locaties.268,POINT (853019.691525025 5539111.43206355),POINT (7550000 49540000),GROLSHM,HWS_DONAR_SGG,2021-03-06T20:04:25.005
locaties.1,POINT (635273.635359476 5758501.97818685),POINT (12624500 44145000),SALMSKE,HWS_DONAR_SGG,2021-03-05T21:47:33.779
locaties.2,POINT (702653.343932699 5760106.73434233),POINT (19363845 44084304),IJSSL8790L,HWS_DONAR_SGG,2021-03-06T20:11:52.826
locaties.3,POINT (702612.334256619 5760670.42473852),POINT (19361596 44140767),IJSSL8795L,HWS_DONAR_SGG,2021-03-06T20:11:54.454
locaties.4,POINT (702731.639681874 5761111.23580559),POINT (19374964 44184425),IJSSL8800L,HWS_DONAR_SGG,2021-03-06T20:11:57.75
locaties.5,POINT (703392.784177789 5758726.53114214),POINT (19433209 43943958),PANNDKN8775L,HWS_DONAR_SGG,2021-03-06T20:11:59.156
locaties.6,POINT (703151.773565374 5759197.83731642),POINT (19410671 43991845),PANNDKN8780L,HWS_DONAR_SGG,2021-03-06T20:12:06.743
locaties.7,POINT (702776.438423144 5759570.26569318),POINT (19374386 44030292),PANNDKN8785L,HWS_DONAR_SGG,2021-03-06T20:12:08.667
locaties.8,POINT (702466.386023495 5760012.63435544),POINT (19344854 44075514),NEDRN8790R,HWS_DONAR_SGG,2021-03-06T20:12:13.859
locaties.9,POINT (702349.834074864 5759868.6780319),POINT (19332735 44061511),NEDRN8790L,HWS_DONAR_SGG,2021-03-06T20:12:15.34
locaties.10,POINT (702150.901696646 5760249.14597456),POINT (19314104 44100183),NEDRN8795R,HWS_DONAR_SGG,2021-03-06T20:12:16.97
locaties.11,POINT (702024.963431262 5760127.13755212),POINT (19301119 44088404),NEDRN8795L,HWS_DONAR_SGG,2021-03-06T20:12:18.36
locaties.12,POINT (702985.324043753 5759734.44511371),POINT (19395798 44046013),PANNDKN8785R,HWS_DONAR_SGG,2021-03-06T20:12:20.175
locaties.13,POINT (701814.847855741 5760675.7282529),POINT (19281922 44143913),NEDRN8800R,HWS_DONAR_SGG,2021-03-06T20:12:27.246
locaties.14,POINT (701662.448912159 5760548.90830161),POINT (19266277 44131740),NEDRN8800L,HWS_DONAR_SGG,2021-03-06T20:12:28.85
locaties.15,POINT (588343.209860835 5792203.10184107),POINT (4174600 52162600),NOORDWMPT,HWS_DONAR_SGG,2021-03-06T20:18:07.208
locaties.16,POINT (585457.487076616 5700591.40554468),POINT (7455000 38519000),KREEKRND,HWS_DONAR_SGG,2021-03-06T21:55:00.206
locaties.17,POINT (663850.604286415 5828041.58775969),POINT (15709900 51001300),IJSSMMPL44,HWS_DONAR_SGG,2021-03-06T22:33:03.354
locaties.18,POINT (668404.144452697 5842926.71724893),POINT (16214300 52473900),IJSSMMPL46,HWS_DONAR_SGG,2021-03-06T22:33:03.829
locaties.19,POINT (611291.851186916 5848282.21534663),POINT (10523400 53198500),PETTMRI03,HWS_DONAR_SGG,2021-03-06T22:33:18.104
locaties.20,POINT (611728.246187879 5848063.59895528),POINT (10566300 53175200),PETTMRI06,HWS_DONAR_SGG,2021-03-06T22:34:23.377
locaties.21,POINT (611768.944840995 5848042.94026368),POINT (10570300 53173000),PETTMRI07,HWS_DONAR_SGG,2021-03-06T22:34:58.094
locaties.22,POINT (611438.055807204 5848187.02671422),POINT (10537700 53188500),PETTMRI16,HWS_DONAR_SGG,2021-03-06T22:35:41.372
locaties.23,POINT (611585.19914075 5848123.88022434),POINT (10552200 53181700),PETTMRI17,HWS_DONAR_SGG,2021-03-06T22:36:03.765
locaties.24,POINT (611687.050734832 5848099.24639086),POINT (10562300 53178900),PETTMRI18,HWS_DONAR_SGG,2021-03-06T22:36:38.835
locaties.25,POINT (611747.496902691 5848056.23424021),POINT (10568200 53174400),PETTMRI67,HWS_DONAR_SGG,2021-03-06T22:37:50.057
locaties.26,POINT (677955.582657968 5867020.72364422),POINT (17248900 54850200),IJSSMMPL29,HWS_DONAR_SGG,2021-03-06T22:48:06.402
locaties.27,POINT (666100.527727849 5844113.00613755),POINT (15988000 52600100),IJSSMMPL26,HWS_DONAR_SGG,2021-03-06T22:48:39.659
locaties.28,POINT (639652.605668277 5831238.49084765),POINT (13301900 51400900),IJSSMMPL43,HWS_DONAR_SGG,2021-03-06T22:48:49.221
locaties.29,POINT (661422.106590286 5837953.59331005),POINT (15500000 52000000),IJSSMMPL37,HWS_DONAR_SGG,2021-03-06T22:48:49.982
locaties.30,POINT (621708.177902009 5762758.3966889),POINT (11282500 44615000),HAASTT,HWS_DONAR_SGG,2021-03-06T22:49:00.768
locaties.31,POINT (557074.951019086 5686208.74978832),POINT (4570300 37173700),TERNZWSKNZDE,HWS_DONAR_SGG,2021-03-06T23:32:21.045
locaties.32,POINT (633361.148992938 5805228.88829981),POINT (12587100 48821900),SLWDH1,HWS_DONAR_SGG,2021-03-06T23:47:53.104
locaties.33,POINT (604098.569701313 5813717.41966292),POINT (9690000 49767000),IJMDZDLHVHD,HWS_DONAR_SGG,2021-03-07T00:06:27.571
locaties.34,POINT (618532.261378991 5733472.96203977),POINT (10869000 41698000),DEENPT,HWS_DONAR_SGG,2021-03-07T00:13:02.76
locaties.35,POINT (613054.590730389 5730760.02881247),POINT (10312549 41444738),MOERDBG,HWS_DONAR_SGG,2021-03-07T00:14:15.567
locaties.36,POINT (759672.786959273 5795180.37384986),POINT (25176200 47401200),HENGLGMPMDN,HWS_DONAR_SGG,2021-03-07T00:22:59.164
locaties.37,POINT (759673.654917591 5795184.40649909),POINT (25176300 47401600),HENGLGMPND,HWS_DONAR_SGG,2021-03-07T00:24:18.834
locaties.38,POINT (759672.918915902 5795176.3741898),POINT (25176200 47400800),HENGLGMPZD,HWS_DONAR_SGG,2021-03-07T00:25:44.533
locaties.39,POINT (708372.401954356 5836433.44493534),POINT (20187000 51692500),ZWARTSGMPMDN,HWS_DONAR_SGG,2021-03-07T00:30:34.099
locaties.40,POINT (708382.564166297 5836428.77832456),POINT (20188000 51692000),ZWARTSGMPOT,HWS_DONAR_SGG,2021-03-07T00:31:39.563
locaties.41,POINT (708362.23974285 5836438.11154573),POINT (20186000 51693000),ZWARTSGMPWT,HWS_DONAR_SGG,2021-03-07T00:32:48.302
locaties.42,POINT (739526.585234766 5788503.36753345),POINT (23141500 46800500),SCHIPBPP,HWS_DONAR_SGG,2021-03-07T00:34:13.089
locaties.43,POINT (523248.762372486 5800980.02648565),POINT (3202900 52213100),P11PFM,HWS_DONAR_SGG,2021-03-08T09:46:42.576
locaties.44,POINT (612229.200788971 5738687.44143043),POINT (51.787782 4.627158),WIED,HWS_LMW_SGG,2021-03-10T19:48:15.543
locaties.45,POINT (575378.646956725 5758394.42365191),POINT (6636700 44330900),BEERKNL,HWS_DONAR_SGG,2021-03-11T11:26:40.19
locaties.46,POINT (704852.932979947 5929127.06843731),POINT (20144500 60967200),KUIPPBI,HWS_DONAR_SGG,2021-03-11T11:26:55.581
locaties.47,POINT (711115.507898026 5923508.63109385),POINT (20751500 60384700),LAUWDBI,HWS_DONAR_SGG,2021-03-11T11:26:55.934
locaties.48,POINT (707582.967301326 5924707.89002081),POINT (20402500 60516400),ZOUTKPLBI,HWS_DONAR_SGG,2021-03-11T11:26:56.231
locaties.49,POINT (753104.422445758 5835630.92708187),POINT (24653750 51464000),LAAR,HWS_DONAR_SGG,2021-03-11T11:57:29.514
locaties.50,POINT (892700.554258207 5728181.14466445),POINT (8400900 51340600),GIESSKWK,HWS_DONAR_SGG,2021-03-11T11:57:51.335
locaties.51,POINT (799676.207307457 5459602.93668435),POINT (7070000 49130000),SAARBCN,HWS_DONAR_SGG,2021-03-11T11:57:53.557
locaties.52,POINT (882976.829883025 5539213.9487721),POINT (8200000 49530000),NIERSOPHM,HWS_DONAR_SGG,2021-03-11T11:57:54.877
locaties.53,POINT (826852.430132288 5572683.41836655),POINT (7350000 50130000),BOPPD,HWS_DONAR_SGG,2021-03-11T11:57:55.212
locaties.54,POINT (836946.507923773 5564017.39624608),POINT (7430000 50080000),SINTGAR,HWS_DONAR_SGG,2021-03-11T11:57:55.938
locaties.55,POINT (804395.106238962 5610375.21484759),POINT (7180000 50340000),LINZ,HWS_DONAR_SGG,2021-03-11T11:57:56.613
locaties.56,POINT (792244.45572665 5800087.67986176),POINT (28446000 47784000),OHNE,HWS_DONAR_SGG,2021-03-11T11:57:58.333
locaties.57,POINT (781838.791244064 5782059.24388803),POINT (27347250 46017500),HEEKBNDN,HWS_DONAR_SGG,2021-03-11T11:57:59.451
locaties.58,POINT (769015.746557008 5824832.43230889),POINT (26207500 50332500),NEUNHBNDN,HWS_DONAR_SGG,2021-03-11T11:58:00.077
locaties.59,POINT (538316.375114495 5731524.08867616),POINT (2843000 41766000),OOSTSDE13,HWS_DONAR_SGG,2021-03-11T12:18:19.938
locaties.60,POINT (532635.568460605 5714745.88745327),POINT (2220000 40107000),OOSTSDE15,HWS_DONAR_SGG,2021-03-11T12:19:36.246
locaties.61,POINT (562970.907389518 5719910.08940317),POINT (5270000 40524000),ZEELBND,HWS_DONAR_SGG,2021-03-11T12:23:27.592
locaties.62,POINT (579968.73553982 5753920.01172189),POINT (7080900 43868500),HARTKWT,HWS_DONAR_SGG,2021-03-11T13:28:56.663
locaties.63,POINT (578243.146539141 5757457.26401931),POINT (6920000 44227800),SCHEURHVN,HWS_DONAR_SGG,2021-03-11T13:30:18.849
locaties.64,POINT (577010.806014707 5756544.56339727),POINT (6793800 44140600),DINTHVN,HWS_DONAR_SGG,2021-03-11T13:36:39.146
locaties.65,POINT (586899.10464825 5688605.70312319),POINT (7560000 37316000),ANTWPPPPDR,HWS_DONAR_SGG,2021-03-11T13:49:38.587
locaties.66,POINT (642605.985794782 5860298.30803163),POINT (52.873472 5.118889),FL48,HWS_LMW_SGG,2021-03-31T13:15:18.316
locaties.67,POINT (656295.62591929 5882116.98534688),POINT (53.065647 5.332652),FL16,HWS_LMW_SGG,2021-03-31T18:10:24.449
locaties.68,POINT (656787.914885219 5733815.17477286),POINT (14694000 41607000),CREVCR,HWS_DONAR_SGG,2021-04-03T08:02:55.18
locaties.69,POINT (662490.202590685 5723436.20751623),POINT (15230000 40551000),SINTMCGTL,HWS_DONAR_SGG,2021-04-03T08:02:58.909
locaties.70,POINT (664716.833006308 5728471.65911293),POINT (15469000 41047000),RUNKPN,HWS_DONAR_SGG,2021-04-03T08:03:06.514
locaties.71,POINT (712028.521955791 5922691.72092148),POINT (20840000 60300000),LAUWOSSBTN,HWS_DONAR_SGG,2021-04-03T11:18:05.498
locaties.72,POINT (778495.341908479 5908691.922125),POINT (27434100 58678100),NIEUWSTZBTN,HWS_DONAR_SGG,2021-04-03T11:18:06.615
locaties.73,POINT (761645.970304906 5930615.48256237),POINT (25824500 60925000),EMSHPTE,HWS_DONAR_SGG,2021-04-03T11:18:11.508
locaties.74,POINT (758579.844329119 5927774.73791495),POINT (25508600 60651500),ROBBPT,HWS_DONAR_SGG,2021-04-03T11:18:13.055
locaties.75,POINT (752727.9514907 5933978.14791213),POINT (24944800 61291000),RANSGZD,HWS_DONAR_SGG,2021-04-03T11:18:17.24
locaties.76,POINT (746799.180274752 5937418.34891427),POINT (24364000 61654700),RANSGT,HWS_DONAR_SGG,2021-04-03T11:18:19.166
locaties.77,POINT (742759.088511048 5937295.19882988),POINT (23959900 61656000),OUDWTEND,HWS_DONAR_SGG,2021-04-03T11:18:25.501
locaties.78,POINT (743654.597433219 5941101.36987547),POINT (24062200 62033300),HUIBGNOT,HWS_DONAR_SGG,2021-04-03T11:18:26.593
locaties.79,POINT (767425.915485373 5915315.68525189),POINT (26350500 59377000),GAATJBWT,HWS_DONAR_SGG,2021-04-03T11:18:34.705
locaties.80,POINT (767368.247055937 5915691.10604074),POINT (26346000 59414700),GAATJBNWT,HWS_DONAR_SGG,2021-04-03T11:18:35.92
locaties.81,POINT (766051.874074153 5915337.5436325),POINT (26213300 59383800),WESTHD,HWS_DONAR_SGG,2021-04-03T11:18:37.643
locaties.82,POINT (771901.037501555 5915292.02761322),POINT (26797500 59359600),MONDVDDLND,HWS_DONAR_SGG,2021-04-03T11:18:48.89
locaties.83,POINT (636298.70395626 5867834.36923444),POINT (13088000 55070000),DENOVSSZ,HWS_DONAR_SGG,2021-04-03T11:19:07.946
locaties.84,POINT (643787.764269035 5901897.81416514),POINT (13950000 58450000),WOLFSHK,HWS_DONAR_SGG,2021-04-03T11:19:09.569
locaties.85,POINT (648386.407863939 5897499.3593897),POINT (14395000 57995000),LANGZD,HWS_DONAR_SGG,2021-04-03T11:19:12.118
