date,STN,temp_gem,temp_max,temp_min,vocht_gem,vocht_max,vocht_min,neerslag_som,neerslag_max,wind_gem,wind_max,wind_min,brand,sum_brand,Saturated Vapor Pressure (Es),Vapor Pressure (E),VPD,HDWI,HDWI_gust,temp_gem_som_3,temp_gem_som_7,vocht_gem_som_3,vocht_gem_som_7,neerslag_som_3,neerslag_som_7
2023-05-09 00:00:00+02:00,290,15.4,20.4,13.0,87.0,97.0,61.0,13.8,5.0,2.8,8.0,1.0,0,0,17.459343874792616,15.189629171069576,2.2697147037230394,6.35520117042451,18.157717629784315,46.80000000000003,97.2,242.0,523.0,15.625,23.57499999999996
2020-04-29 00:00:00+02:00,290,12.4,16.3,8.9,81.0,98.0,58.0,1.9,0.7,3.8,11.0,1.0,0,0,14.372635150537644,11.641834471935493,2.730800678602151,10.377042578688172,30.03880746462366,36.00000000000003,81.00000000000001,227.0,473.0,6.025000000000009,6.124999999999954
2024-09-08 00:00:00+02:00,290,18.6,24.2,11.8,78.0,97.0,48.0,0.025,0.025,2.7,9.0,0.0,0,0,21.38046815957445,16.67676516446807,4.703702995106379,12.699998086787224,42.33332695595742,58.90000000000005,142.20000000000002,235.0,560.0,1.5499999999999992,8.299999999999942
2021-11-12 00:00:00+01:00,290,7.4,9.3,5.5,85.0,94.0,69.0,0.025,0.025,3.6,10.0,1.0,0,0,10.285380062026272,8.742573052722332,1.5428070093039403,5.5541052334941865,15.428070093039404,21.600000000000023,53.00000000000001,254.0,602.0,0.075,5.724999999999957
2023-03-05 00:00:00+01:00,290,3.9,6.8,0.9,79.0,94.0,61.0,0.6,0.6,2.9,7.0,2.0,0,0,8.072329100409057,6.377139989323156,1.6951891110859014,4.916048422149114,11.866323777601307,12.900000000000032,16.400000000000006,237.0,535.0,0.8250000000000035,0.924999999999961
2021-11-05 00:00:00+01:00,290,7.2,11.7,2.9,93.0,99.0,77.0,0.2,0.2,2.4,7.0,1.0,0,0,10.145815338319624,9.435608264637253,0.7102070736823727,1.7044969768376943,4.971449515776609,18.900000000000027,61.50000000000001,286.0,630.0,0.2500000000000071,22.87499999999996
2019-08-01 00:00:00+02:00,290,18.1,25.9,12.3,75.0,98.0,44.0,0.2,0.2,3.2,11.0,0.0,1,2,20.72101322952269,15.540759922142016,5.1802533073806725,16.57681058361815,56.9827863811874,60.30000000000003,160.20000000000002,196.0,405.0,0.7250000000000179,0.8249999999999613
2022-11-09 00:00:00+01:00,290,12.7,15.1,9.1,77.0,90.0,67.0,0.025,0.025,5.9,13.0,4.0,1,1,14.658000351239576,11.286660270454474,3.3713400807851013,19.8909064766321,43.82742105020632,39.40000000000003,79.8,226.0,548.0,0.075,8.599999999999957
2023-01-20 00:00:00+01:00,290,0.4,2.0,-3.2,87.0,93.0,78.0,0.025,0.025,3.3,9.0,2.0,0,0,6.291479346012542,5.473587031030911,0.8178923149816306,2.6990446394393808,7.361030834834676,3.2000000000000304,21.60000000000001,256.0,596.0,3.550000000000004,26.44999999999996
2023-06-16 00:00:00+02:00,290,18.9,27.3,8.6,51.0,92.0,26.0,0.025,0.025,2.7,12.0,0.0,1,2,21.78492246385321,11.110310456565138,10.674612007288072,28.8214524196778,128.09534408745685,58.00000000000004,149.4,149.0,319.0,0.075,0.175
2023-03-07 00:00:00+01:00,290,2.0,4.4,-1.5,90.0,97.0,77.0,3.4,1.1,4.2,13.0,2.0,0,0,7.057002387971954,6.351302149174758,0.7057002387971956,2.9639410029482214,9.174103104363542,9.100000000000032,20.700000000000006,250.0,563.0,6.3000000000000025,6.57499999999996
2023-11-18 00:00:00+01:00,290,5.6,11.0,-0.6,94.0,98.0,89.0,7.2,1.5,4.2,11.0,1.0,0,0,9.088167149862365,8.542877120870623,0.545290028991742,2.2902181217653164,5.998190318909161,14.000000000000044,48.7,283.0,638.0,7.825000000000005,31.14999999999996
